population	sample_id	CD7	CD19	pMET	pPLCg2	CD4	IgD	CD20	CD34	CD25	STAT5	CD123	Akt	STAT1	CD45	CD27	p-p38	CD24	pStat3	CD11c	CD14	CD33	Ikba	pCREB	CD16	tMET	CD8a	CD45RA	CD3	pERK	CD38	HLA-DR	pS6	CD127
NK cells	E03_D0_UN	3.796982451	0.092213663	2.276557461	1.029011769	0.142448286	0.185666718	0.091156085	0.980684717	0.17567667	0.565596328	0.078552068	1.717020714	0.4973143	5.878876064	0.260321896	1.033259889	0.189921228	0.075470965	3.02354848	0.114860851	0.06097263	1.776668655	4.186843382	2.264677592	1.159690986	0.786573557	3.495464335	0.617765258	0.177468262	4.225236744	0.247745137	0.611050481	0.126079656
None	E03_D0_UN	1.724452094	0.469305119	2.945380349	1.120780656	2.026451107	0.534316441	0.137596727	4.063275835	0.574940453	0.914936657	1.386885936	1.661340564	1.144544661	5.184479993	2.935559563	1.539079276	0.141008918	0.596589255	1.175217683	0.304414365	0.390187212	3.022467347	4.624137246	0.349270917	2.873635852	0.721526985	2.28957939	4.763157327	0.601249535	5.111186325	2.34432714	0.653885409	0.70820623
T.CD4 cells	E03_D0_UN	1.964087946	0.062201781	1.899668765	0.727915629	3.571319387	0.500029405	0.146169414	0.773908291	0.642978211	0.498196836	0.055506202	1.528917461	1.107858429	5.906662991	2.203056493	0.555284805	0.062510086	0.108173643	0.122441093	0.097154455	0.059652808	2.331519443	3.656479832	0.297134765	1.736062003	0.550941125	0.829144455	5.974428697	0.274610152	1.398279084	0.506498424	0.276742044	0.77925979
T.CD8 cells	E03_D0_UN	2.865345371	0.042867183	1.95908004	0.766195877	0.103897406	0.134409882	0.186230846	0.89505214	0.208190193	0.530628541	0.045157781	1.671378457	1.123772016	6.159778815	1.367347963	0.550968747	0.090344252	0.094814589	0.849474115	0.116130549	0.066016006	2.362947786	3.977134873	0.471627961	1.771535619	4.975965768	1.431326561	6.081036012	0.271356581	1.283453976	0.393507073	0.276750035	0.283205398
T.DN cells	E03_D0_UN	1.955631091	0.024351884	2.136293808	0.472408539	0.152380439	0.236646742	0.088440784	0.841286525	0.181687348	0.491377269	0.270094336	0.970353957	0.963539159	5.010306838	1.696909599	0.652399198	0.113426053	0.313168739	0.693519252	0.12379188	0.123966642	1.738448153	3.022718166	0.350487992	1.672120175	0.888349163	0.544254235	5.452891694	0.141305309	1.806868967	0.984470891	0.474343616	0.861094209
Unknown	E03_D0_UN	0.188912717	0.078013414	0.796706668	0.368531313	0.12047671	0.055244692	0.023863348	0.729301466	0.215280426	0.149970092	0.150192851	0.258406199	0.137205383	1.615450446	0.151401924	0.411727487	0.035864067	0.210892265	0.41227211	0.105730887	0.148811712	0.513630004	1.246852075	0.040432187	0.428023634	0.066275404	1.15195141	0.60186548	0.067550374	1.571210119	0.457505422	0.119820858	0.377093114
B cells	E03_D0_perv	0.369018687	4.160828575	1.904863456	1.057848404	0.145679104	2.183931513	4.635201106	1.781563019	0.726600335	0.564160214	0.164014302	1.719347827	0.424696589	5.63852271	1.083892416	1.741212081	0.721568812	0.308563057	0.443000764	0.18254411	0.107563359	2.087068269	3.680787166	0.073608774	1.844985646	0.053195454	4.463195941	0.434780112	0.279634463	1.577631528	5.384284222	3.479431383	0.214549711
Granulocytes	E03_D0_perv	0.319232075	0.153299619	2.877339563	1.900676095	0.403892707	0.230512144	0.099154641	1.585164076	0.283413063	1.71931919	1.406386603	1.683126244	1.432670791	5.554284909	0.423158337	3.736954068	2.492316739	1.766031606	4.692208599	0.751994018	2.031633803	2.059447235	4.471380124	0.081055441	1.820698737	0.233839489	3.291423307	0.603360761	0.622634437	4.522775518	0.498957476	0.669026254	0.333792615
HPSC	E03_D0_perv	0.169681041	0.12304497	2.637303415	0.630134549	0.113825058	0.416832932	0.050473512	4.325873837	0.125270943	0.726705723	1.628608686	1.812510379	0.757967246	2.9980913	0.111214351	2.88792788	0.174885504	0.451706351	1.224308424	0.231301965	0.419459113	3.198353151	5.09006888	0.223723877	2.781063047	0.154388297	0.571143073	0.320653405	0.533452273	4.892867676	1.91434012	0.51253533	0.150449757
Monocytes	E03_D0_perv	0.528758923	0.296095153	3.271100989	2.098276771	1.162280742	0.700832365	0.148994508	3.281319564	0.354686477	1.642105326	1.51428966	2.188394781	1.432230454	5.601927607	0.577374207	3.348637687	0.39406	1.362727946	4.537705495	2.864641266	3.434625337	2.632357445	5.134912761	0.382211043	2.713405485	0.382251361	1.197171671	1.094559955	0.941938939	4.781078068	3.744019221	0.985585792	0.44676245
NK cells	E03_D0_perv	3.842301768	0.078414207	2.211094619	1.694967553	0.224584415	0.223977972	0.083034674	0.918627842	0.215157924	0.938531749	0.063123155	1.791492043	0.634731668	5.916115337	0.346486793	2.094666938	0.284822515	0.16952426	3.007362035	0.2259418	0.073748872	1.958262121	3.350336155	2.380245756	1.14473247	0.925574091	3.541634767	0.608969907	0.354544161	4.12232927	0.199789516	0.545155414	0.122627064
None	E03_D0_perv	1.733130536	0.613451451	3.003593531	1.491255547	1.930445754	0.613415721	0.128105896	3.963786014	0.546101741	1.151227526	1.668408587	2.246968058	1.164824018	5.145236228	2.752588343	2.910569085	0.258049373	0.690438677	1.311709383	0.393617219	0.457787273	2.926873788	4.959008063	0.373092254	2.842670062	0.723638667	2.41680235	4.485436343	0.950820696	5.240992748	2.463282671	0.7290574	0.749794164
T.CD4 cells	E03_D0_perv	2.038211671	0.317120007	2.629530164	3.964223635	3.67054307	0.830137561	0.113379211	0.81175919	0.524787912	2.254078873	0.067009491	2.108719457	1.701948275	5.960629963	2.021600124	3.010185498	0.165434327	0.387625912	0.13243232	0.712953663	0.052778611	1.807092563	4.026778079	0.304195418	1.677207422	0.462007526	0.830915104	5.956730869	1.649243608	1.344242091	0.39974804	1.083209058	0.768985729
T.CD8 cells	E03_D0_perv	2.8980586	0.223037023	2.502673146	3.729949266	0.792443495	0.413208563	0.126007838	0.954485068	0.183355857	2.001665455	0.05034794	2.276579861	1.411136341	6.217247716	1.288906172	3.171603784	0.183294311	0.323390352	0.878565475	0.602989228	0.049106864	1.979921521	4.293708008	0.441883177	1.748811507	4.941691933	1.417027146	6.045348937	1.987446078	1.330805175	0.267870803	1.111827401	0.261400604
T.DN cells	E03_D0_perv	1.95277808	0.18006026	2.547624324	2.318272904	0.574486523	0.304272384	0.139667204	0.855051572	0.237005589	1.618061636	0.144851057	1.554799144	1.375783129	5.15201966	1.785537717	1.994873247	0.159067934	0.361347265	0.198332524	0.455610881	0.117924845	0.941731805	3.008989733	0.38076704	1.63106579	0.749939835	0.455485998	5.592192041	1.117491277	2.994601039	1.888361883	0.937119144	0.574160228
Unknown	E03_D0_perv	0.209342257	0.089983322	0.89333152	0.513357635	0.144503973	0.075937235	0.022998249	0.746110021	0.253267545	0.233262384	0.126003529	0.307615276	0.125980562	1.70125064	0.173902606	0.638010085	0.049235416	0.200432401	0.447371906	0.138869189	0.144144973	0.41625723	1.342077754	0.05790658	0.432286934	0.078404869	1.291877086	0.602148498	0.11947683	1.496989761	0.444990269	0.147930149	0.39609342
B cells	E03_D1_UN	0.312945535	4.075508159	2.196500129	0.706390532	0.097420286	2.105336576	4.498773715	2.376081206	0.475468666	0.449936778	0.464598033	1.654244555	0.303262887	5.623398433	1.039641668	0.86744872	0.580659948	0.382056613	0.644137299	0.093147623	0.109004378	2.307221299	4.275869186	0.106788444	1.908749959	0.177826763	4.373056132	0.456942272	0.277570695	2.522270848	5.403436459	3.260270098	0.266509989
Granulocytes	E03_D1_UN	0.077256055	0.00037729	1.909835275	0.371113424	0.193119819	0.252506924	0.123515852	1.51685228	0.187498932	0.335018688	1.219649179	0.903003984	1.463946391	5.028060462	0.175729251	0.697849482	1.864423861	0.518309182	4.690717355	0.296416818	2.105404163	1.700541588	2.912451018	0.163254586	1.488613069	0.025764483	3.602338218	0.57586411	0.250947759	3.727686374	0.55063443	0.234994087	0.302892143
HPSC	E03_D1_UN	0.147257118	0.11411479	2.398614393	0.434293974	0.099087476	0.336546177	0.039812452	4.396569105	0.114075853	0.515386298	1.517961102	0.931466215	0.643150017	3.00688323	0.078799412	1.2811967	0.075534368	0.285258317	1.341684509	0.173323834	0.441526227	3.014213324	4.59930509	0.182798733	2.759412665	0.151463982	0.62247994	0.307731694	0.209264209	4.738098692	1.96814841	0.405029264	0.134515927
Monocytes	E03_D1_UN	0.432273213	0.173625076	3.315804009	1.654482294	1.208275782	0.582277515	0.147348764	4.106257462	0.280379769	1.4004285	1.397433502	2.015041492	1.856013274	6.011496651	0.491096032	3.162764776	0.287334186	0.756321233	4.870453476	3.837560331	4.213854802	3.443690234	5.348149159	0.338187424	2.927507608	0.253057555	0.81981451	1.060872732	0.551085847	5.340285084	4.293105176	0.895676445	0.412710929
NK cells	E03_D1_UN	3.697742429	0.041533405	2.255696082	0.958012502	0.117024208	0.133782816	0.093097534	0.965182703	0.180211222	0.452240404	0.080765735	1.532797222	0.359820634	5.906768363	0.298468664	0.670597473	0.151530789	0.122694194	3.07137395	0.100801294	0.10405734	1.666305283	4.133957503	2.444473863	1.173907285	0.722614398	3.594652334	0.3775296	0.1385246	4.436823671	0.320803576	0.37382979	0.136311599
None	E03_D1_UN	1.980631679	0.464037605	2.855692566	1.585863077	2.298407059	0.489998811	0.129924102	4.065169919	0.648494762	1.124639996	1.323086827	1.673114855	1.357722865	5.483381361	3.324793256	1.643841718	0.138952337	0.667356479	1.245954792	0.307677329	0.376828249	3.091282083	4.62798066	0.343774785	2.798238222	0.918602411	2.306101976	5.08341354	0.819619281	5.099916875	2.229209065	0.670758062	0.664556105
T.CD4 cells	E03_D1_UN	2.099577054	0.058636662	1.947981475	0.689484775	3.636046817	0.51250723	0.132818945	0.766317684	0.752750632	0.49616043	0.064299229	1.455228829	1.206591088	5.92341427	2.621562718	0.560464807	0.064547097	0.104055682	0.155373575	0.104495516	0.075127313	2.690953051	3.508573496	0.293973497	1.835403183	0.523746028	0.727322845	6.036222024	0.286443892	1.208617764	0.383248284	0.172763623	0.79079048
T.CD8 cells	E03_D1_UN	2.926076111	0.045788074	1.984459368	0.749022514	0.143973094	0.146092336	0.181368477	0.870649512	0.211040416	0.524864745	0.053635616	1.663931323	1.153288958	6.13540588	1.577148407	0.549425844	0.111549213	0.101696741	0.8301185	0.114660439	0.073269728	2.6934246	3.834615632	0.42110714	1.829596841	4.99359801	1.555732026	6.060742939	0.283022624	1.208573457	0.39495862	0.159136129	0.286678958
T.DN cells	E03_D1_UN	2.573469172	0.017917221	2.077058242	0.629304356	0.003143629	0.256710629	0.137083296	0.850683714	0.275406961	0.612342462	0.284084174	1.700764629	1.044239116	6.285978305	2.716442838	0.582944838	0.062990523	0.157506006	0.576448383	0.292991655	0.319902967	2.424088516	3.548138996	0.300142293	2.345857588	0.63388819	0.31192577	6.47189466	0.330901202	3.935644381	2.507207603	0.475349256	1.193464552
Unknown	E03_D1_UN	0.121679482	0.06762403	0.64889312	0.252903309	0.074194412	0.042386218	0.013888415	0.729566229	0.047567256	0.183243943	0.146949346	0.229513406	0.132924788	1.320847371	0.123633116	0.445091573	0.040145973	0.222267573	0.295773436	0.07337601	0.111960085	0.44224122	1.258569794	0.030426187	0.384383099	0.049378509	0.537267183	0.451506473	0.050622069	1.458980267	0.334187086	0.116003003	0.163638967
B cells	E03_D1_perv	0.412179627	4.111224263	2.113143194	1.168966678	0.170705914	2.309506944	4.724738675	1.855974041	0.592353031	0.471727982	0.218086578	1.861260263	0.403096084	5.643594027	1.066517508	1.868306026	0.684011839	0.350449507	0.680862234	0.124232473	0.138332949	2.345130522	3.448705824	0.060307347	2.009850918	0.078701792	4.481625951	0.44857268	0.285986593	1.975040488	5.661859836	3.451289473	0.212685008
Granulocytes	E03_D1_perv	0.181911586	0.302351344	3.007216524	2.079897043	0.501072577	0.298963969	0.057184908	1.216182586	0.240733731	2.174320349	1.222290392	1.892491301	1.219772445	5.243911595	0.216369611	3.613418899	2.361423902	1.914417495	4.416925825	0.983610306	2.15718457	1.893846704	4.462815878	0.321329245	1.508955365	0.078204704	2.894621165	0.569771499	1.227847368	3.921398416	0.582415754	0.687709106	0.66248948
HPSC	E03_D1_perv	0.15651091	0.119054048	2.584159027	0.600172167	0.109032743	0.347124705	0.04323131	4.375006418	0.121213825	0.654363454	1.599415758	1.455355389	0.714278016	3.061043959	0.104118189	2.872003726	0.163910105	0.342337466	1.392480825	0.193190081	0.467470914	3.072804928	4.981771752	0.199867356	2.744317552	0.146545965	0.63791848	0.292529048	0.321108633	4.744466381	1.911997146	0.496373161	0.131772236
Monocytes	E03_D1_perv	0.456664183	0.261315969	3.221384698	1.639540425	1.144219817	0.632351496	0.097088885	3.698051303	0.264852284	1.399600764	1.436223551	2.116165394	1.692673191	5.713879758	0.382651719	3.335298038	0.407063031	1.009363921	4.671327278	3.309163756	3.682733036	3.056462225	4.979379655	0.412688096	2.735949755	0.249796865	1.215683715	0.933147179	0.817773944	4.953072442	4.276624694	1.133094621	0.409235142
NK cells	E03_D1_perv	3.774544138	0.114733538	2.200176176	2.229594187	0.354849885	0.256979492	0.07442098	1.020039554	0.215928684	1.231590589	0.031754302	1.8016126	0.590918696	5.836642598	0.476329258	2.268485168	0.235726248	0.142773513	2.786007561	0.287701898	0.047785896	1.786807877	3.31497536	2.200344808	1.269592506	1.053003953	3.37344736	0.603572446	0.35192703	4.157737312	0.245824949	0.493009058	0.062906478
None	E03_D1_perv	1.580956926	0.673367311	2.929914648	1.198103053	1.814912181	0.520078226	0.147434533	3.888598833	0.578501948	1.013480307	1.646082026	1.913002378	1.124991932	5.124085758	3.008444309	2.662278995	0.211226529	0.610968942	1.265726924	0.29834727	0.385544106	2.745329208	4.629000796	0.3832785	2.741383125	0.700721994	2.502563947	4.347357733	0.752729861	5.182282371	2.523809149	0.615244726	0.712945422
T.CD4 cells	E03_D1_perv	2.135908578	0.324681329	2.792986194	4.090930361	3.688439793	0.796577769	0.105415891	0.79894296	0.556417235	2.271810825	0.057781179	2.082121997	1.688226781	5.892368049	2.512140709	2.885953771	0.15628802	0.330600022	0.146879715	0.718197173	0.060520326	2.116057313	3.893060429	0.289822534	1.847772794	0.408097315	0.757737606	5.949204623	1.392369504	1.163491744	0.334053759	1.01451398	0.746319684
T.CD8 cells	E03_D1_perv	2.975438974	0.258879032	2.503005205	3.803052516	0.851607816	0.393526087	0.132694962	0.934582717	0.181783538	1.9891948	0.047510919	2.146202383	1.306984179	6.13909743	1.485849566	2.96284968	0.194177838	0.304834786	0.756254404	0.605896838	0.051260474	2.201263396	4.126237477	0.394862365	1.768569768	5.003130194	1.436103714	5.973311507	1.669198715	1.176173146	0.341389037	0.883970585	0.24160847
T.DN cells	E03_D1_perv	2.230538544	0.180204779	2.450489309	2.628573686	0.7474623	0.430499741	0.111488864	0.903507222	0.168197257	1.450509003	0.12388395	1.617696002	1.298076024	5.411786548	1.951759832	1.989446344	0.170029991	0.376529442	0.65123202	0.495231346	0.029569271	1.4795467	3.015790592	0.325538706	1.548650848	0.873497035	0.72666284	5.641478798	0.794503684	1.880040223	0.923328835	0.83788782	0.497257931
Unknown	E03_D1_perv	0.137432396	0.081906721	0.752223779	0.356432266	0.102024201	0.054257488	0.019361537	0.721974414	0.066205773	0.244430859	0.126885105	0.220926534	0.109066493	1.365370625	0.12778728	0.609942956	0.035546426	0.204179111	0.298639129	0.076963798	0.11006368	0.345299368	1.16761189	0.045985243	0.376768452	0.054635103	0.550239264	0.425406138	0.08303851	1.413557544	0.381114617	0.110905891	0.16278322
B cells	E03_D2_UN	0.405508301	4.136525232	2.378906117	0.907258089	0.202220698	2.844142228	4.676698732	2.318045373	0.607133361	0.523384139	0.339016895	1.73132817	0.344991783	5.750951915	0.736572867	0.757777513	0.36591641	0.335335779	0.910795376	0.130161824	0.275303025	2.382783202	4.413639266	0.102004372	2.032256464	0.09288366	4.410532462	0.643908393	0.186240636	2.613358181	5.750007946	3.41431109	0.263561034
Granulocytes	E03_D2_UN	0.151032426	0.013826442	1.958590274	0.36052335	0.075265364	0.171323434	0.047140092	1.408865034	0.099253471	0.636181046	0.235466397	0.992748852	0.684070011	4.842246736	0.209601995	0.94255279	1.650233655	0.789001795	3.639449296	0.569736837	2.488425953	1.611276559	2.776006316	0.258972728	1.255911692	0.240506716	2.767650578	0.753922693	0.214302117	3.741410876	0.593565327	0.283087894	0.244811189
HPSC	E03_D2_UN	0.17118192	0.121526107	2.399347914	0.469601636	0.113177222	0.357023104	0.042277248	4.50035295	0.241055694	0.541688182	1.265102133	1.025076815	0.554315629	3.331519768	0.079788093	1.184715943	0.070312536	0.315971541	1.625108673	0.17309623	0.684811106	3.414104719	4.49475104	0.161777158	2.58294464	0.139926474	0.7384419	0.317036897	0.226535399	4.977720992	2.177601296	0.295116357	0.12814673
Monocytes	E03_D2_UN	0.615133395	0.215671297	3.27323189	1.561598237	1.396701954	0.64409965	0.15911159	3.983058399	0.349062852	1.411256657	1.287414106	2.042333618	1.80304261	5.962641123	0.611619771	3.008671945	0.313614326	0.913556684	4.767849266	3.622482772	4.050000091	3.416904651	5.119408459	0.345110098	2.684413196	0.271919276	1.248853972	1.29698341	0.559307032	5.325153646	4.276461097	0.900265192	0.402203003
NK cells	E03_D2_UN	3.674525746	0.067142836	2.18477449	0.950514153	0.109611407	0.144962197	0.088993418	1.006454825	0.207610085	0.548938495	0.087754747	1.693519123	0.608494344	5.850452515	0.262979581	0.957327804	0.216631706	0.333059802	3.518661092	0.134115681	0.127343371	1.68256364	4.055667177	2.530240698	1.1594325	0.856112669	3.318899671	0.586009918	0.184357342	4.633779567	0.276276535	0.360072906	0.146225535
None	E03_D2_UN	1.861466758	0.519454867	2.850367863	1.363340954	2.189692704	0.549242347	0.132354769	4.102973717	0.695220935	1.056242988	1.08029108	1.757746912	1.182584596	5.423346408	3.229550119	1.551683581	0.138539135	0.643197183	1.456731769	0.324604414	0.566557679	3.255013843	4.551754269	0.355284248	2.643438837	0.743385347	2.463542494	4.822489771	0.770197247	5.307985531	2.555819283	0.624051598	0.703324435
T.CD4 cells	E03_D2_UN	1.971325514	0.059185541	1.986623154	0.772858051	3.546376167	0.504366083	0.132897108	0.822033157	0.725394226	0.515975626	0.087758718	1.490825042	1.113631042	5.880859328	2.167675103	0.716256932	0.084140088	0.187265733	0.235789771	0.166535888	0.081019305	2.237567848	3.402946259	0.303348134	1.739733441	0.557685928	0.949376091	5.970574538	0.297518243	1.773449681	0.609741383	0.177886641	1.159401464
T.CD8 cells	E03_D2_UN	2.932062481	0.044298098	1.996213473	0.765406255	0.102869918	0.170748032	0.173314758	0.908208245	0.206204537	0.541339593	0.070316145	1.717392086	1.069262156	6.163096652	1.287148825	0.736741805	0.11264503	0.200934465	1.072649588	0.120264256	0.083151144	2.302721853	3.94463086	0.442154572	1.725795643	4.928684362	1.6231691	6.108037919	0.283242482	1.467042387	0.463051671	0.238734134	0.517493422
T.DN cells	E03_D2_UN	2.283527309	0.153125049	2.35155663	0.608107209	0.096912225	0.199489491	0.130397507	1.353026061	0.281488132	0.613439577	0.156168584	1.491684439	0.521823353	6.05057793	1.894216921	0.896900632	0.052850902	0.171171326	0.291809755	0.133194475	0.052121275	1.485816267	3.226716519	0.376703501	1.73408063	0.609757076	1.03524901	5.937704944	0.358347988	3.856681772	2.643018188	0.242889977	1.183069033
